SkillId,Skill_US,Phases
16677,vendavo,Software
16679,ventyx,Software
16680,veracode,Software
16681,verbal / oral communication,General Skills
16682,verint systems,Support Activities
16684,vhf/uhf antenna,Tooling and Machining
16685,vibration technology,Tooling and Machining
16686,virtual local area networks,Software
16687,virtualization,Software
16688,virus propogation,Software
16689,viscometers,Software
16690,visual odometry,Design
16692,vitek ms,Software
16693,vmware horizon view,Software
16694,vmware infrastructure,Software
16695,vmware server,Software
16696,vmware thinapp,Software
16697,vmware vcenter,Software
16698,vmware vcenter operations,Support Activities
16699,vmware vcloud,Software
16700,vmware vcloud automation center,Software
16701,vmware vcloud director,Software
16702,vmware vcloud orchestrator,Software
16703,vmware view,Software
16704,vmware vsphere,Software
16705,vmware workstation,Software
16706,voice cells infrastructure,Software
16707,voice of the customer (voc) investigation,Support Activities
16708,vtpsuhm7,Software
16709,vue.js,Software
16710,vuforia,Software
16711,vulcanizing belts,Software
16712,water and sewer,Tooling and Machining
16713,waterfall development process,Ideation and Development
16714,waters masslynx,Support Activities
16715,watson health,Software
16716,web scraping,Software
16717,web server security,Software
16718,web services architecture,Software
16719,web services security,Software
16720,web services standards,Software
16721,web ui design,Design
16722,webcasting,Software
16723,webgl,Software
16724,webrtc,Software
16725,websphere cast iron cloud,Software
16726,weed eaters,Support Activities
16727,weeding,Support Activities
16729,wildfly,Software
16731,wildlife management,Support Activities
16732,wildlife removal,Support Activities
16733,wildlife science,Support Activities
16734,wildlife surveys,Support Activities
16735,wimax,Software
16736,wincc,Software
16737,wind river,General Skills
16738,windchill plm software,Support Activities
16739,windows phone platform,Software
16740,wine processing,Software
16741,winshuttle,Software
16742,wireless data service,Software
16743,wireless security,Software
16744,wise package studio,Software
16745,wonderware intouch,Tooling and Machining
16747,workday,Support Activities
16748,workplace design,Support Activities
16750,workstation design,Design
16751,world history,Software
16752,written communication,General Skills
16753,xaml,Software
16754,xdsl,Software
16755,xen,Software
16756,xen hypervisor,Software
16757,xml schemas,Software
16758,xpath,Software
16759,xquery,Software
16760,xul,Software
16761,yaml,Software
16762,yammer,Support Activities
16764,yeoman software,Software
16765,yii,Software
16766,youtrack,Software
16767,zabbix,Software
16768,zenoss,Software
16769,zigbee,Software
16770,zuora,Support Activities
16771,zurb foundation,Software
16772,z-wave,Software
16773,nist sp 800-53,Software
16774,apache flex,Design
16775,automotive services industry knowledge,Supply Chain and Logistics
16776,benefits administration / management,Support Activities
16777,molecular biology,Materials
16778,microsoft c#,Software
16779,care plan change,Support Activities
16780,child care setting,Support Activities
16781,chronic disease,Support Activities
16782,concrete forming,Support Activities
16783,dysphagia (swallowing problems),Software
16784,electrical diagrams / schematics,Tooling and Machining
16785,electronic wire transfer,Support Activities
16786,sketchup,Design
16788,hand trucks,Supply Chain and Logistics
16789,home health care industry knowledge,Support Activities
16790,hearing assessment,Support Activities
16791,health insurance portability and accountability act (hipaa),Support Activities
16792,loss control / prevention,Support Activities
16793,public transportation,Supply Chain and Logistics
16794,medical coding,Software
16795,care planning,Support Activities
16796,perl scripting language,Software
16797,pipettes,Tooling and Machining
16798,pipe repair,Tooling and Machining
16799,rehabilitation services,Support Activities
16800,medical release of information (roi),Support Activities
16801,clinical research,Ideation and Development
16802,retail industry knowledge,Support Activities
16803,sedimentation control,Materials
16804,apache subversion (svn),Software
16805,clinical information systems / technology,Software
16806,occupational health and safety compliance,Supply Chain and Logistics
16807,aws elastic compute cloud (ec2),Software
16808,actuate software,Software
16809,arcsight,Software
16810,amazon cloudfront,Software
16811,amazon dynamodb,Software
16812,ca-11,Software
16813,ceph (software),Software
16814,implementing clinical study,Ideation and Development
16816,financial services industry experience,Support Activities
16817,ibm mqseries,Software
16818,informed consent procedures,Support Activities
16819,laser cutting,Production and Assembling
16821,microsoft visual c++,Software
16826,pega,Support Activities
16827,physical abilities,General Skills
16828,sales prospecting,Support Activities
16829,salesforce administration,Support Activities
16830,salesforce development,Software
16831,salesforce marketing cloud,Support Activities
16832,salesforce security,Software
16833,salesforce visualforce,Design
16834,sundowning knowledge / treatment,Materials
16835,thrombotic thrombocytopenic purpura (ttp),Materials
16836,apache tomcat,Software
16837,torch (machine learning),Support Activities
16838,articulating value propositions,Support Activities
16840,microsoft visual c++ 6.0,Software
16844,edge computing,Software
16845,fog computing,Software
16846,quantum computing,Software
16847,servant leadership,Support Activities
16848,thought leadership,Support Activities
16849,bloomberg terminal,Support Activities
16851,factset,Support Activities
16852,thomson reuters eikon,Support Activities
16853,irrigation (agriculture),Support Activities
16856,decoupling,Software
16857,force.com platform,Software
16858,salesforce wave analytics,Support Activities
16859,salesforce lightning,Support Activities
16860,salesforce journey builder,Support Activities
16861,salesforceiq,Support Activities
16862,salesforce desk.com,Support Activities
16863,salesforce steelbrick,Support Activities
16864,salesforce data.com,Support Activities
16865,spin selling,Support Activities
16866,strategic sales,Support Activities
16867,account-based marketing,Support Activities
16868,plasma arc gouging,Production and Assembling
16869,air carbon arc gouging,Production and Assembling
16870,ingenuity pathway analysis (ipa),Production and Assembling
16871,kyoto encyclopedia of genes and genomes (kegg),Software
16873,string database,Software
16874,advanced product quality planning (apqp),Production and Assembling
16875,manufacturing process planning (mpp),Production and Assembling
16876,plan-do-check-act (pdca),Production and Assembling
16877,poka-yoke,Production and Assembling
16878,active defense fundamentals,Support Activities
16879,cloud security strategy and planning,Software
16881,cyber resilience current state assessment,Software
16882,cyber resilience plan development,Ideation and Development
16885,gdpr assessment strategy & remediation,Support Activities
16889,sap s/4 hana fiori & ui5 security,Software
16891,security controls and compliance frameworks sas70,Software
16892,strategy and planning data protection,Support Activities
16893,strategy and planning i&am,Support Activities
16895,cylance,Software
16896,sailpoint,Software
16897,sailpoint identity and access management,Software
16898,cyberark,Software
16899,data loss prevention,Software
16900,forgerock,Software
16901,alert logic,Software
